visible_min,visible_max,visible_mean,visible_mean_distribution,visible_contrast,visible_second_angular_momentum,visible_entropy,IR_min,IR_max,IR_mean,log_asm,entropy_x_contrast,IR_range,IR_norm_range,class
31.1577,104.0367,76.7105,5.7208,55.6792,0.0779,2.7184,-25.4989,2.0793,-16.2552,-2.552329,151.358337,27.5782,-1.696577,1
38.8971,119.5154,72.8827,6.4792,71.9458,0.0674,2.8557,-27.2694,-0.1888,-19.4267,-2.69711,205.455621,27.0806,-1.393989,1
43.6267,117.7956,76.7315,5.8042,62.3375,0.0781,2.7584,-24.6208,-8.2246,-16.6129,-2.549765,171.95176,16.3962,-0.986956,1
35.4574,101.0269,71.6156,5.7333,54.4833,0.0767,2.7236,-22.8787,-1.9724,-14.6714,-2.567854,148.390716,20.9063,-1.42497,1
48.5713,108.1214,76.8037,5.5667,55.3833,0.0783,2.7253,-23.7475,-2.7422,-14.5736,-2.547208,150.936107,21.0053,-1.441325,1
6.8648,86.1932,39.474,5.2375,48.7208,0.0814,2.6751,-15.8096,31.207,3.3218,-2.50838,130.333012,47.0166,14.153953,1
7.5097,107.6914,62.263,7.6958,100.0542,0.0618,2.9786,-18.6017,31.207,-3.1764,-2.783852,298.02144,49.8087,-15.680865,1
30.0828,95.4374,70.6633,5.7958,54.6625,0.0738,2.7457,-18.3204,3.3275,-7.3425,-2.606397,150.086826,21.6479,-2.948301,1
54.1609,138.2189,84.9394,7.4417,99.7333,0.0619,2.9536,-24.038,4.421,-12.173,-2.782235,294.572275,28.459,-2.337879,1
5.7899,137.3589,51.9346,8.7667,166.1667,0.0665,3.1044,-13.6085,34.215,10.9511,-2.710553,515.847903,47.8235,4.367004,1
5.3599,39.3271,8.258,1.3583,10.5833,0.4344,1.3808,19.4112,34.0016,31.7068,-0.83379,14.613421,14.5904,0.460166,1
5.1449,31.1577,6.4482,0.4125,2.5708,0.7483,0.6303,13.3639,34.0016,32.5092,-0.289951,1.620375,20.6377,0.634826,1
5.3599,24.9233,10.3834,1.8833,8.775,0.216,1.8337,-30.264,33.7879,17.9237,-1.532477,16.090718,64.0519,3.573587,1
6.0048,56.5257,15.9041,3.2875,28.4792,0.1609,2.2304,-68.6495,34.6414,6.1201,-1.826972,63.520008,103.2909,16.877322,1
17.8289,67.9197,51.2989,2.0125,9.9125,0.2006,1.8668,-93.405,-0.4426,-78.5897,-1.606442,18.504655,92.9624,-1.182883,1
31.5877,67.4897,49.8486,2.3708,10.5792,0.1597,1.9932,-98.9616,-48.8732,-82.2293,-1.834458,21.086461,50.0884,-0.609131,1
44.9166,84.2583,66.0478,1.7875,8.3875,0.2227,1.7897,-106.2813,-80.1903,-97.8362,-1.50193,15.011109,26.091,-0.26668,1
62.3302,73.9392,66.6365,0.3833,0.4417,0.5259,0.7424,-105.7418,-95.8417,-101.6857,-0.642644,0.327918,9.9001,-0.09736,1
8.7996,91.9977,68.8384,6.1292,81.8042,0.0769,2.7871,-13.8821,32.2862,-7.7101,-2.565249,227.996486,46.1683,-5.988029,1
40.617,98.6621,82.0657,3.525,23.5583,0.1178,2.3276,-15.8096,2.5796,-12.7757,-2.138767,54.834299,18.3892,-1.439389,1
27.718,121.8802,73.6889,6.6667,81.65,0.0693,2.8773,-15.8096,14.3063,-5.7682,-2.66931,234.931545,30.1159,-5.221022,1
7.7247,111.5611,54.3129,8.5375,128.3458,0.0539,3.1114,-7.6951,31.8552,6.3242,-2.920625,399.335122,39.5503,6.253803,1
8.3696,80.3887,45.8269,5.9958,64.7292,0.079,2.7706,-5.332,31.8552,9.5246,-2.538307,179.338722,37.1872,3.904332,1
19.9787,90.0629,73.4488,4.4833,38.7333,0.098,2.5445,-7.9597,25.7267,-3.4549,-2.322788,98.556882,33.6864,-9.750326,1
8.5846,114.3558,70.9051,9.6583,150.7833,0.0494,3.1665,-10.0901,32.2862,-1.2669,-3.007805,477.455319,42.3763,-33.448812,1
6.2198,101.2419,32.9759,5.6333,61.7667,0.0847,2.7155,-14.1561,33.5741,16.7725,-2.46864,167.727474,47.7302,2.845742,1
6.6498,105.3266,40.2013,6.0958,74.9458,0.0817,2.7872,-23.7475,32.0708,2.7529,-2.504701,208.888934,55.8183,20.276181,1
17.6139,107.6914,72.0884,6.9083,75.4833,0.0652,2.8582,-24.6208,21.9157,-15.3666,-2.730296,215.746368,46.5365,-3.028419,1
21.9135,117.3656,56.9271,7.3167,82.5083,0.0599,2.9199,-25.2057,18.2624,-8.4168,-2.815079,240.915985,43.4681,-5.164445,1
10.3045,82.7535,54.5875,6.6583,76.4417,0.067,2.854,-21.1547,23.718,-7.9817,-2.703063,218.164612,44.8727,-5.621948,1
16.754,108.5513,84.9974,4.5833,38.5167,0.0939,2.5474,-24.913,14.7759,-14.9406,-2.365525,98.117442,39.6889,-2.656446,1
64.05,119.0854,88.8587,5.1333,45.525,0.084,2.628,-22.8787,-9.0217,-16.3216,-2.476938,119.6397,13.857,-0.848998,1
55.6657,127.0398,83.7041,8.975,146.5917,0.0524,3.1605,-25.2057,-9.5551,-16.7857,-2.948849,463.303068,15.6506,-0.932377,1
44.0567,124.89,81.5325,10.2833,180.2,0.0458,3.2622,-27.8638,-3.5153,-14.1268,-3.083471,587.84844,24.3485,-1.723568,1
49.0013,113.2809,81.7189,5.9333,62.725,0.0753,2.767,-19.1657,-5.0714,-12.6603,-2.586275,173.560075,14.0943,-1.113267,1
44.4866,140.5837,81.8751,8.2083,114.325,0.062,2.994,-24.913,8.097,-14.8237,-2.780621,342.28905,33.01,-2.226839,1
18.9038,151.7627,64.9922,7.8917,111.2,0.0612,2.9927,-23.4573,24.6132,-3.4966,-2.793608,332.78824,48.0705,-13.747784,1
22.3435,113.0659,61.3216,7.8,108.4,0.0611,2.9956,-18.0396,18.9525,-6.3607,-2.795243,324.72304,36.9921,-5.815728,1
41.9069,119.7304,77.719,6.5292,70.9875,0.0669,2.8488,-18.0396,5.9,-6.013,-2.704556,202.22919,23.9396,-3.981307,1
50.0762,133.4893,88.2304,10.475,182.85,0.0454,3.2648,-28.1619,-0.9511,-14.6229,-3.092243,596.96868,27.2108,-1.860835,1
6.2198,115.0008,58.4882,7.5792,115.7208,0.0732,2.9633,-22.5901,33.3599,5.6448,-2.61456,342.915447,55.95,9.911777,1
5.5749,33.3076,8.1656,1.2583,9.3667,0.4491,1.3381,16.4106,34.6414,32.404,-0.80051,12.533581,18.2308,0.56261,1
5.5749,46.8515,12.2376,3.3083,32.3583,0.2229,2.1093,4.421,35.2792,29.4107,-1.501032,68.253362,30.8582,1.049217,1
5.1449,20.1937,7.7222,0.8833,3.325,0.4296,1.2329,5.4082,35.2792,29.8162,-0.844901,4.099393,29.871,1.001838,1
6.0048,36.3173,10.2944,1.8125,12.1958,0.301,1.6796,-27.8638,33.7879,23.1324,-1.200645,20.484066,61.6517,2.665167,1
6.4348,65.3399,30.3801,4.4792,35.6375,0.0936,2.5297,-96.9562,33.1456,-33.6741,-2.368725,90.152184,130.1018,-3.863557,1
11.8094,61.9002,44.7201,2.5417,14.825,0.1696,2.0458,-98.4569,17.57,-68.6,-1.774313,30.328985,116.0269,-1.691354,1
43.8417,66.4148,55.2484,1.2667,3.5083,0.2666,1.5089,-99.4687,-72.6526,-91.3158,-1.322006,5.293674,26.8161,-0.293663,1
52.441,81.6786,69.1962,1.5375,4.1375,0.233,1.5761,-106.2813,-86.3875,-98.2454,-1.456717,6.521114,19.8938,-0.202491,1
66.6298,78.8838,71.6567,0.45,0.575,0.4847,0.8388,-107.3685,-99.4687,-104.7627,-0.724225,0.48231,7.8998,-0.075407,1
41.4769,97.3723,73.6839,4.4583,36.625,0.0958,2.5284,-12.2468,4.1733,-8.5255,-2.345493,92.60265,16.4201,-1.925998,1
41.4769,135.854,86.7953,5.2917,55.1417,0.0876,2.6716,-13.6085,-0.1888,-10.4331,-2.434974,147.316566,13.4197,-1.286262,1
8.3696,128.9746,71.4048,8.7,128.8083,0.0542,3.1081,-14.4306,32.0708,-3.0073,-2.915074,400.349077,46.5014,-15.46284,1
7.7247,78.6688,43.0675,5.6375,60.6375,0.0794,2.7557,-7.9597,32.7164,7.6853,-2.533257,167.098759,40.6761,5.292715,1
6.4348,73.5092,36.5399,6.2375,67.4458,0.0715,2.8095,-5.8544,33.7879,13.5911,-2.638058,189.488975,39.6423,2.916784,1
10.7345,79.5287,42.1101,5.6667,57.3167,0.0774,2.7443,-3.5153,32.0708,9.393,-2.558768,157.29422,35.5861,3.788577,1
5.5749,67.4897,23.0287,4.45,44.7833,0.1081,2.5345,-3.5153,34.0016,20.5956,-2.224699,113.503274,37.5169,1.821598,1
5.7899,79.0988,23.0648,4.7,44.9417,0.0952,2.6028,-19.4484,33.7879,21.4658,-2.351775,116.974257,53.2363,2.480052,1
10.5195,99.0921,47.9432,6.8083,75.0667,0.065,2.8747,-22.302,30.5569,1.5543,-2.733368,215.794242,52.8589,34.008171,1
19.9787,95.8674,47.1051,6.2125,60.9792,0.0706,2.7732,-22.302,19.1819,-2.1539,-2.650725,169.107517,41.4839,-19.259901,1
32.4477,82.9685,57.7366,4.5458,39.3958,0.0972,2.525,-20.8691,10.9876,-12.7021,-2.330985,99.474395,31.8567,-2.507987,1
19.9787,91.7827,56.3098,7.9958,105.3292,0.0582,3.0231,-17.7593,19.1819,-4.8311,-2.84387,318.420705,36.9412,-7.64654,1
43.8417,97.1573,74.1752,3.9042,26.1042,0.1091,2.375,-11.9758,4.1733,-5.8462,-2.21549,61.997475,16.1491,-2.762324,1
32.8776,127.8997,77.3218,9.225,136.2334,0.0498,3.1216,-22.302,15.0103,-8.7894,-2.99974,425.266181,37.3123,-4.245148,1
53.7309,133.7042,81.0479,8.3625,130.0958,0.0575,3.0665,-26.6771,-4.2916,-12.9342,-2.85597,398.938771,22.3855,-1.730722,1
44.4866,129.8345,72.9357,5.775,74.6833,0.0868,2.7229,-18.8835,-4.2916,-8.4832,-2.444149,203.355158,14.5919,-1.720094,1
61.4702,127.6847,90.964,8.2875,112.0458,0.0534,3.0612,-19.7316,-5.593,-10.6754,-2.929945,342.994603,14.1386,-1.324409,1
19.3337,144.8833,75.6087,6.7333,78.4833,0.0647,2.8897,-27.2694,17.8011,-11.4094,-2.737994,226.793192,45.0705,-3.950295,1
14.3891,64.265,43.6695,4.2875,30.9708,0.1009,2.4528,-7.1672,25.9487,3.2421,-2.293625,75.965178,33.1159,10.214336,1
23.8484,119.9454,65.5566,7.175,89.7667,0.0638,2.9432,-17.4794,24.3897,-3.9093,-2.752002,264.201351,41.8691,-10.710127,1
46.4215,123.3851,85.822,7.6625,92.0792,0.0584,2.964,-23.1677,5.1619,-8.276,-2.840439,272.922749,28.3296,-3.423103,1
7.7247,128.5447,69.2029,9.1292,144.1958,0.0494,3.1849,-24.038,32.2862,-1.2219,-3.007805,459.249203,56.3242,-46.095589,1
5.3599,76.519,13.4629,3.3542,38.4042,0.2007,2.1587,0.0646,34.215,28.7444,-1.605944,82.903147,34.1504,1.188071,1
5.3599,38.8971,8.5561,1.7542,14.0542,0.3408,1.6248,21.0085,34.0016,32.2102,-1.076459,22.835264,12.9931,0.403385,1
5.3599,44.2717,8.9163,1.9167,15.425,0.3111,1.7168,21.6893,36.3381,32.95,-1.167641,26.48164,14.6488,0.444577,1
5.7899,29.4379,10.4758,1.7167,8.125,0.2334,1.7562,-2.4852,35.9152,24.3156,-1.455002,14.269125,38.4004,1.57925,1
5.7899,46.4215,14.2993,3.5292,29.3542,0.1519,2.3053,-68.6495,33.7879,10.4336,-1.884533,67.670237,102.4374,9.81803,1
12.2393,81.6786,43.5889,5.35,51.525,0.0824,2.6901,-100.4897,14.0712,-52.0446,-2.49617,138.607402,114.5609,-2.201206,1
15.2491,84.0434,62.813,2.6583,17.4917,0.1717,2.088,-102.5603,7.3674,-88.8939,-1.762007,36.52267,109.9277,-1.236617,1
41.6919,71.7894,62.829,0.8042,1.5875,0.3548,1.2021,-102.5603,-75.9472,-96.537,-1.036201,1.908334,26.6131,-0.275678,1
48.7863,75.0141,63.1313,0.9833,2.2917,0.3153,1.3321,-103.0842,-82.8076,-94.2667,-1.154231,3.052774,20.2766,-0.215098,1
65.3399,83.1834,73.7427,1.1875,3.1458,0.2758,1.4695,-107.9162,-94.8607,-102.3982,-1.288079,4.622753,13.0555,-0.127497,1
44.7016,127.2548,78.5092,6.05,70.2334,0.0735,2.8114,-17.1999,5.1619,-7.9431,-2.61047,197.454181,22.3618,-2.815248,1
7.9397,129.6196,73.8107,9.0542,145.5458,0.0532,3.1461,-16.3644,32.5014,-2.0964,-2.933697,457.901641,48.8658,-23.309388,1
6.8648,115.2158,30.4297,5.5667,63.2667,0.0823,2.7712,-9.8224,32.9311,19.7146,-2.497384,175.324679,42.7535,2.168621,1
6.4348,59.5354,21.5885,4.8292,52.1792,0.1035,2.6197,0.0646,33.1456,23.6503,-2.268184,136.69385,33.081,1.398756,1
6.2198,81.2486,31.707,6.8083,83.9833,0.0688,2.9016,-24.3292,33.5741,10.6777,-2.676552,243.685943,57.9033,5.422825,1
6.4348,62.9751,33.5184,5.95,58.7667,0.0749,2.7453,-22.0145,33.1456,1.9975,-2.591601,161.332222,55.1601,27.614568,1
5.7899,49.6462,18.9592,3.7625,28.3625,0.1186,2.3894,-8.4899,32.7164,18.8133,-2.131999,67.769358,41.2063,2.190275,1
6.6498,105.3266,35.8479,7.0083,95.25,0.0663,2.9229,-19.7316,32.5014,13.9524,-2.713565,278.406225,52.233,3.743657,1
24.7083,75.6591,46.7658,4.4583,33.75,0.0944,2.5141,-19.4484,14.7759,-3.2434,-2.360214,84.850875,34.2243,-10.551982,1
7.9397,64.48,42.5031,3.4208,20.8208,0.1174,2.2946,-17.7593,31.207,-3.5274,-2.142168,47.775408,48.9663,-13.881698,1
15.2491,81.4636,57.0824,4.6792,43.9875,0.0974,2.5586,-19.7316,25.9487,-6.0057,-2.328929,112.546418,45.6803,-7.606157,1
13.5292,84.9033,52.3108,9.6125,141.4375,0.0487,3.153,-14.7056,27.0552,4.2417,-3.022076,445.952438,41.7608,9.845298,1
10.3045,92.6426,50.4381,6.425,71.35,0.0761,2.7995,-13.3353,28.3751,2.266,-2.575707,199.744325,41.7104,18.407061,1
24.2783,92.8576,64.9771,5.2583,53.1917,0.0838,2.6653,-14.981,17.3387,-6.9498,-2.479322,141.771838,32.3197,-4.65045,1
58.2455,112.206,80.35,4.2542,32.7292,0.0992,2.4784,-16.921,-2.7422,-9.7995,-2.310617,81.116049,14.1788,-1.44689,1
64.695,105.1116,85.9068,2.7792,15.3292,0.1472,2.1253,-20.0152,-7.431,-15.1446,-1.915963,32.579149,12.5842,-0.830936,1
58.6755,96.9423,82.7459,4.0792,29.6042,0.1034,2.4385,-18.8835,-6.3784,-12.9922,-2.26915,72.189842,12.5051,-0.962508,1
28.7929,82.3235,66.068,4.2,33.4333,0.1024,2.4765,-14.4306,13.1275,-4.5586,-2.278869,82.797567,27.5581,-6.045299,1
23.2034,82.3235,57.4057,3.7083,25.1,0.1103,2.3852,-10.0901,15.2443,-1.9823,-2.204551,59.86852,25.3344,-12.780306,1
13.3142,134.9941,54.3213,9.2417,149.1417,0.0498,3.1812,-16.3644,28.1558,7.7413,-2.99974,474.449576,44.5202,5.750998,1
10.5195,145.0983,76.5501,11.075,204.2667,0.0429,3.3189,-21.7274,31.6394,0.1395,-3.148883,677.940751,53.3668,382.557706,1
5.7899,93.5026,24.1112,5.4833,77.8917,0.1119,2.6489,-6.3784,33.3599,25.0633,-2.19015,206.327324,39.7383,1.585517,1
5.1449,52.226,7.5996,1.1375,10.1458,0.4753,1.2424,15.945,34.4283,32.6544,-0.743809,12.605142,18.4833,0.566028,1
5.3599,23.8484,7.1201,0.8583,4.1083,0.4684,1.1517,26.1705,35.9152,33.3301,-0.758433,4.731529,9.7447,0.292369,1
5.1449,20.8386,6.9907,0.6042,2.1042,0.5037,1.0168,1.0746,36.5493,33.3691,-0.685774,2.139551,35.4747,1.0631,1
5.7899,55.2358,15.6681,3.3917,32.1083,0.1583,2.2305,-80.6227,36.5493,5.9772,-1.843263,71.617563,117.172,19.603159,1
7.5097,60.8253,27.4829,5.9458,64.3208,0.0754,2.7812,-81.4919,28.5944,-24.2417,-2.584948,178.889009,110.0863,-4.541196,1
12.6693,75.2291,45.4137,4.725,42.3583,0.0943,2.5729,-94.3734,14.0712,-63.2246,-2.361274,108.98367,108.4446,-1.715228,1
10.0895,91.9977,47.3158,5.6042,64.7542,0.0842,2.7023,-100.4897,18.7228,-63.0873,-2.47456,174.985275,119.2125,-1.889643,1
62.3302,88.773,69.7747,1.3042,4.4375,0.277,1.5481,-103.0842,-83.6927,-98.1824,-1.283738,6.869694,19.3915,-0.197505,1
61.9002,74.7991,67.7005,0.3958,0.6125,0.5373,0.8157,-100.4897,-92.4445,-98.0007,-0.621199,0.499616,8.0452,-0.082093,1
65.9849,78.6688,73.4614,0.5083,0.8,0.4665,0.9372,-105.205,-93.405,-99.6797,-0.762497,0.74976,11.8,-0.118379,1
7.5097,149.8279,64.1264,12.0,226.55,0.0413,3.3483,-21.1547,32.7164,6.2615,-3.186893,758.557365,53.8711,8.603545,1
6.2198,92.8576,18.971,5.6625,86.3292,0.1165,2.6535,-11.7051,33.5741,25.8344,-2.149864,229.074532,45.2792,1.752671,1
6.8648,69.4246,25.8798,5.5958,62.1208,0.0836,2.7372,-18.8835,32.7164,15.8802,-2.481712,170.037054,51.5999,3.249323,1
12.2393,77.3789,43.8786,8.075,104.9333,0.0557,3.0153,-20.0152,26.392,2.4684,-2.887775,316.405379,46.4072,18.800519,1
8.7996,81.6786,48.9795,7.7542,101.3125,0.0636,2.9535,-22.5901,29.4689,-4.4607,-2.755142,299.226469,52.059,-11.67059,1
6.6498,76.304,38.2144,5.7958,58.5292,0.076,2.7409,-19.1657,31.6394,3.2952,-2.577022,160.422684,50.8051,15.417911,1
6.0048,66.1998,20.0392,3.6583,29.125,0.1194,2.3716,-13.0626,31.8552,21.6048,-2.125276,69.07285,44.9178,2.079066,1
6.8648,76.089,32.3401,5.0292,46.4375,0.0858,2.6372,-13.3353,32.5014,13.2276,-2.455736,122.464975,45.8367,3.465232,1
5.5749,53.5159,23.5091,3.1125,17.9375,0.1298,2.227,-11.9758,33.3599,15.6124,-2.04176,39.946812,45.3357,2.903826,1
5.5749,84.2583,30.0064,6.0708,96.5958,0.12,2.6771,-6.3784,33.3599,19.148,-2.120264,258.596616,39.7383,2.075324,1
9.4446,91.9977,62.1194,5.5833,57.225,0.0848,2.6802,-0.1888,30.1224,4.6018,-2.46746,153.374445,30.3112,6.586814,1
10.9494,73.0793,43.9525,9.0042,131.3375,0.0534,3.0861,-0.6967,29.032,10.542,-2.929945,405.320659,29.7287,2.820025,1
10.9494,115.2158,66.8843,8.3458,115.9792,0.0563,3.0632,-19.1657,28.8133,-6.9862,-2.877061,355.267485,47.979,-6.867682,1
34.1675,101.4569,71.3963,5.7458,57.5208,0.0763,2.7265,-17.7593,5.4082,-8.4265,-2.573082,156.830461,23.1675,-2.749362,1
59.7504,113.7109,89.2331,4.7958,43.1625,0.089,2.6239,-18.3204,-6.3784,-13.1968,-2.419119,113.254084,11.942,-0.904916,1
67.0598,104.4667,88.5975,3.7833,28.7583,0.1122,2.4146,-18.8835,-4.811,-13.8798,-2.187472,69.439791,14.0725,-1.013883,1
42.1218,108.9813,81.9666,6.3625,67.0625,0.0703,2.8169,-16.921,2.0793,-9.0306,-2.654983,188.908356,19.0003,-2.103991,1
24.0633,93.2876,61.0487,7.1792,83.5125,0.0617,2.9317,-11.9758,10.0289,-3.4186,-2.785471,244.833596,22.0047,-6.436758,1
19.5487,111.5611,61.7264,7.1917,100.45,0.0661,2.9322,-10.0901,25.7267,3.0331,-2.716587,294.53949,35.8168,11.808645,1
6.2198,125.7499,57.7517,9.6333,178.6583,0.0512,3.1918,-15.2567,34.4283,13.1092,-2.972016,570.241562,49.685,3.790086,1
5.3599,71.1444,10.6505,2.3083,25.2417,0.2898,1.7913,10.0289,34.8542,32.3331,-1.238564,45.215457,24.8253,0.767798,1
5.3599,58.0305,9.0213,1.8292,20.6375,0.4672,1.4169,16.1779,34.4283,32.3723,-0.760998,29.241274,18.2504,0.563766,1
5.5749,61.4702,12.32,3.5292,41.5708,0.1836,2.2157,17.8011,34.0016,30.2595,-1.694996,92.108422,16.2005,0.535386,1
5.1449,17.8289,6.4172,0.3875,1.3625,0.68,0.7125,22.5934,37.1816,34.216,-0.385662,0.970781,14.5882,0.426356,1
5.3599,28.7929,10.9016,1.6958,6.6875,0.2331,1.7197,-36.1145,36.7603,16.6078,-1.456288,11.500494,72.8748,4.387986,1
6.6498,66.6298,31.3677,4.0667,32.5083,0.1057,2.4567,-85.4825,34.215,-36.4352,-2.24715,79.863141,119.6975,-3.285216,1
7.2947,75.0141,39.4623,4.7708,42.1292,0.0893,2.6042,-92.4445,34.4283,-46.0494,-2.415754,109.712863,126.8728,-2.755146,1
27.718,76.734,56.9044,3.9917,29.0583,0.1032,2.4506,-91.4921,-5.593,-74.8908,-2.271086,71.21027,85.8991,-1.146991,1
44.9166,80.1737,62.6921,2.3833,12.3083,0.1725,1.9832,-100.4897,-67.082,-91.7411,-1.757358,24.409821,33.4077,-0.364152,1
53.7309,84.9033,70.5003,1.725,5.5,0.2073,1.7197,-103.6105,-73.8781,-92.9653,-1.573588,9.45835,29.7324,-0.319823,1
65.9849,80.3887,71.2477,0.8958,2.4042,0.3524,1.2896,-107.3685,-91.9673,-99.3144,-1.042988,3.100456,15.4012,-0.155075,1
68.5646,79.9587,73.353,0.7958,1.3875,0.3625,1.1504,-101.5201,-92.4445,-97.0884,-1.014731,1.59618,9.0756,-0.093478,1
6.0048,97.8022,28.6242,6.1083,85.3083,0.0901,2.7905,-21.4408,33.7879,15.9678,-2.406835,238.052811,55.2287,3.458754,1
6.0048,102.1019,41.9237,7.0917,95.75,0.0716,2.9016,-21.4408,33.5741,3.5496,-2.63666,277.8282,55.0149,15.498901,1
10.0895,98.6621,67.1261,7.9917,108.3333,0.0567,3.0242,-23.1677,27.9361,-12.9017,-2.869981,327.621566,51.1038,-3.961013,1
22.9884,101.0269,57.8861,7.4417,98.275,0.0622,2.951,-21.1547,22.1418,-0.6078,-2.7774,290.009525,43.2965,-71.234781,1
12.8843,108.3363,59.2113,8.0375,115.0792,0.0556,3.0445,-10.8958,29.2505,7.8877,-2.889572,350.358624,40.1463,5.089735,1
7.0798,99.952,36.2863,7.1208,93.4208,0.0657,2.9312,-11.9758,32.7164,16.5666,-2.722656,273.835049,44.6922,2.697729,1
5.5749,93.0726,31.4315,7.8667,111.0917,0.0598,3.0177,2.5796,33.3599,21.8289,-2.81675,335.241423,30.7803,1.410071,1
5.5749,60.6103,20.0769,4.6292,47.3542,0.1162,2.5422,-4.0324,33.7879,23.2095,-2.152442,120.383847,37.8203,1.629518,1
5.7899,79.9587,27.2847,4.5375,37.7792,0.095,2.5438,-10.8958,33.1456,14.669,-2.353878,96.102729,44.0414,3.002345,1
6.2198,86.4082,53.1229,5.4458,68.5292,0.0899,2.7171,-7.9597,33.3599,6.0865,-2.409057,186.200689,41.3196,6.788729,1
6.6498,96.7273,47.1286,7.5542,99.7708,0.0612,2.9751,-1.9724,33.1456,14.1046,-2.793608,296.828107,35.118,2.489826,1
12.4543,118.2255,40.8907,6.2458,68.9375,0.0732,2.8238,-23.1677,30.1224,9.1547,-2.61456,194.665712,53.2901,5.821065,1
27.933,115.2158,69.5984,7.5792,101.1208,0.0608,2.9969,-27.5664,5.9,-11.365,-2.800165,303.048926,33.4664,-2.94469,1
48.5713,123.6001,85.1401,7.0917,87.3083,0.0622,2.9458,-28.1619,-3.7737,-12.9721,-2.7774,257.19279,24.3882,-1.88005,1
69.2096,109.4113,90.5121,4.925,38.7833,0.0878,2.5671,-13.3353,-4.2916,-9.1918,-2.432694,99.560609,9.0437,-0.983888,1
56.9556,121.4503,89.8496,9.0,141.575,0.0514,3.1504,-15.8096,-4.2916,-10.6385,-2.968117,446.01788,11.518,-1.082671,1
54.3758,132.4143,89.3902,8.65,129.4667,0.0538,3.0893,-16.3644,7.3674,-8.0974,-2.922482,399.961476,23.7318,-2.930793,1
6.6498,136.069,72.0363,11.1333,223.1,0.0441,3.3396,-16.3644,34.0016,2.2133,-3.121295,745.06476,50.366,22.756066,1
6.2198,106.1865,42.2193,9.5833,168.7084,0.0495,3.2144,-9.2882,33.3599,18.8156,-3.005783,542.296281,42.6481,2.266635,1
5.5749,57.1706,10.5203,2.5667,28.6833,0.2284,1.9541,14.0712,34.6414,31.8451,-1.476657,56.050037,20.5702,0.645946,1
5.3599,33.7375,7.3829,1.2167,9.575,0.4197,1.3393,23.2689,35.0668,33.274,-0.868215,12.823797,11.7979,0.354568,1
5.1449,54.5908,11.0301,2.9083,33.1,0.2362,2.0133,19.1819,35.0668,32.1024,-1.443076,66.64023,15.8849,0.49482,1
5.5749,38.0372,8.6174,1.4,9.2333,0.3229,1.5107,15.945,36.1268,30.0274,-1.130413,13.948746,20.1818,0.672113,1
5.1449,28.148,9.6209,1.425,5.475,0.2675,1.6279,-30.264,36.7603,21.1204,-1.318636,8.912752,67.0243,3.173439,1
7.0798,44.0567,21.3601,4.425,36.825,0.0985,2.5316,-67.082,28.3751,-12.9812,-2.317699,93.22617,95.4571,-7.353488,1
10.0895,66.8448,37.2469,4.1,35.3583,0.1168,2.434,-84.1377,22.5934,-43.242,-2.147292,86.062102,106.7311,-2.468228,1
18.4738,76.949,45.1576,4.0208,31.9542,0.1068,2.4676,-86.3875,0.3176,-55.8531,-2.236797,78.850184,86.7051,-1.552378,1
10.5195,80.8186,40.6556,5.0042,44.1292,0.0862,2.6077,-88.6804,21.9157,-37.8118,-2.451085,115.075715,110.5961,-2.92491,1
55.4507,90.7078,73.9854,2.7583,13.275,0.1396,2.107,-104.671,-83.6927,-97.5462,-1.968974,27.970425,20.9783,-0.21506,1
50.5061,84.9033,67.6082,1.7542,6.4292,0.2069,1.7663,-104.1394,-81.0565,-92.9749,-1.57552,11.355896,23.0829,-0.24827,1
64.48,81.8935,72.8878,0.9125,2.2542,0.3391,1.305,-104.671,-91.0187,-98.5342,-1.08146,2.941731,13.6523,-0.138554,1
64.05,82.3235,72.3789,0.7333,1.4333,0.3926,1.109,-99.4687,-79.33,-89.6072,-0.934964,1.58953,20.1387,-0.224744,1
14.1742,76.949,42.986,5.7333,55.55,0.0766,2.7134,-18.3204,24.8364,-0.1137,-2.569158,150.72937,43.1568,-379.567282,1
11.1644,103.6067,51.1461,8.1958,114.9208,0.0571,3.0423,-17.7593,27.4961,1.9289,-2.862951,349.62355,45.2554,23.461766,1
6.4348,113.7109,44.181,7.4,113.1167,0.0644,2.9454,-19.1657,33.1456,7.9546,-2.742642,333.173928,52.3113,6.576233,1
5.3599,72.8643,23.3193,5.275,63.0917,0.1037,2.6495,-14.1561,33.3599,23.4338,-2.266253,167.161459,47.516,2.027669,1
4.9299,46.2065,18.2244,3.0,20.8917,0.1461,2.2066,1.5776,33.7879,25.2266,-1.923464,46.099625,32.2103,1.276839,1
5.3599,49.4312,17.4182,4.8208,51.8542,0.1048,2.5728,7.1237,33.5741,27.5076,-2.255702,133.410486,26.4504,0.961567,1
5.7899,74.1542,20.9066,6.0708,86.9708,0.0941,2.7553,-2.9995,33.3599,25.8001,-2.363397,239.630645,36.3594,1.409274,1
8.1547,87.2681,63.7653,3.9625,29.0292,0.1076,2.4136,-8.2246,30.7739,-1.6807,-2.229335,70.064877,38.9985,-23.203725,1
22.7735,88.558,62.855,5.3667,48.8417,0.08,2.658,-10.8958,18.2624,-5.1827,-2.525729,129.821239,29.1582,-5.626064,1
